allZT	nbZT
AT3G05520	2
AT3G45630	4
AT1G31910	1
AT1G18150	1
AT1G55880	2
AT5G29000	2
AT1G07080	3
AT1G02010	6
AT5G17890	3
AT1G32940	2
AT1G56000	5
AT2G01170	2
AT1G19710	3
AT1G21710	5
AT1G79670	4
AT2G44020	7
AT1G66980	1
AT2G15790	2
AT3G46450	3
AT4G33945	5
AT2G22260	3
AT3G60400	3
AT1G01930	5
AT3G51120	3
AT2G30105	4
AT1G12840	1
AT1G03380	4
AT2G24765	1
AT1G52780	1
AT5G56210	4
AT1G72500	1
AT1G21280	2
AT2G45630	2
AT5G45060	2
AT5G47480	1
AT4G23050	1
AT3G57420	4
AT4G16420	7
AT2G02360	2
AT2G27310	2
AT5G46910	2
AT4G20330	1
AT3G55350	5
AT1G80500	2
AT4G19450	1
AT1G22910	1
AT5G17930	1
AT4G02120	3
AT3G58040	3
AT2G42400	7
AT5G64470	5
AT1G71960	2
AT5G22400	5
AT3G47610	5
AT2G44140	9
AT3G60850	4
AT2G17980	1
AT2G20650	5
AT5G24630	4
AT5G45030	8
AT1G01290	3
AT2G39550	4
AT3G20790	3
AT5G10470	1
AT1G21200	3
AT1G23980	2
AT1G01950	6
AT3G04350	2
AT5G53770	3
AT4G15840	4
AT3G58580	1
AT3G54350	2
AT1G55590	4
AT4G11110	2
AT4G26000	2
AT5G44290	3
AT1G42540	7
AT3G14660	1
AT1G06730	4
AT2G21230	5
AT5G23570	4
AT5G46640	2
AT1G04830	2
AT4G00990	4
AT3G05090	3
AT3G62700	1
AT5G57360	2
AT1G65430	2
AT3G46010	1
AT5G11910	2
AT1G58250	2
AT2G06000	6
AT2G24755	4
AT4G06598	4
AT2G37250	1
AT5G08120	1
AT3G24030	2
AT5G20620	1
AT1G67720	4
AT5G58510	7
AT1G09700	5
AT1G80630	6
AT1G75130	3
AT5G05160	1
AT1G06910	7
AT1G66880	4
AT1G80810	5
AT3G17710	1
AT3G55840	7
AT4G12020	5
AT4G21060	2
AT1G22940	5
AT5G18590	3
AT2G17190	1
AT3G06860	1
AT4G25520	8
AT4G36210	2
AT3G07940	1
AT3G63340	3
AT2G17390	2
AT4G36360	1
AT1G55680	3
AT3G27110	1
AT1G72010	1
AT3G12350	2
AT1G17760	1
AT3G44400	2
AT4G16444	2
AT5G13460	2
AT2G02790	2
AT1G14820	1
AT3G59052	3
AT2G45560	1
AT5G66090	2
AT3G10480	2
AT4G19660	1
AT2G33320	6
AT4G31670	3
AT2G04305	1
AT2G16405	3
AT3G27325	2
AT2G40950	2
AT1G12060	4
AT2G34780	5
AT3G21430	4
AT1G68670	2
AT2G25560	10
AT2G40810	5
AT3G04860	1
AT4G20350	2
AT5G01230	3
AT5G01970	1
AT1G61850	3
AT2G47830	2
AT5G22030	4
AT1G20890	3
AT1G78280	4
AT4G10070	4
AT4G25440	4
AT5G55860	1
AT1G28320	1
AT1G63430	3
AT5G67540	3
AT2G02860	1
AT5G51430	3
AT1G18840	1
AT3G15090	3
AT1G19485	4
AT2G25570	2
AT5G32470	2
AT4G03260	2
AT1G63130	5
AT4G00650	4
AT5G23130	3
AT5G53430	3
AT1G25390	2
AT4G09520	7
AT4G12640	3
AT5G09400	4
AT5G46400	3
AT2G46320	6
AT1G48650	1
AT3G58530	5
AT1G29750	2
AT3G06340	4
AT4G36290	2
AT5G13530	3
AT3G08720	2
AT2G34355	1
AT2G37890	2
AT5G06850	4
AT5G41110	4
AT1G14910	3
AT1G51350	3
AT2G27950	5
AT4G11060	1
AT1G05320	3
AT3G16785	3
AT5G10200	4
AT1G56440	3
AT2G40815	2
AT5G41150	4
AT5G09860	6
AT4G39150	3
AT2G01600	1
AT2G20180	1
AT4G30780	2
AT1G28120	3
AT4G28640	2
AT3G09090	2
AT2G39940	5
AT3G18750	1
AT1G68910	6
AT3G15940	3
AT5G26240	3
AT1G08110	2
AT4G00720	1
AT5G21222	1
AT3G20020	3
AT5G14270	7
AT1G13460	5
AT5G02290	2
AT4G24400	2
AT5G66050	2
AT5G25360	1
AT3G07610	2
AT1G69935	1
AT1G29220	4
AT3G61960	2
AT4G17370	5
AT5G11380	8
AT1G77480	3
AT5G61810	1
AT4G13640	1
AT1G47550	1
AT2G32170	4
AT4G16180	1
AT5G66030	1
AT3G02050	4
AT4G14500	3
AT5G58640	1
AT1G62850	1
AT1G61690	2
AT2G26470	6
AT2G29580	3
AT3G20350	3
AT3G53090	4
AT5G03490	1
AT5G04360	2
AT4G36630	3
AT5G16310	2
AT5G60370	4
AT5G46170	4
AT1G16680	6
AT3G54380	3
AT1G67840	1
AT4G30750	1
AT2G42790	1
AT1G31814	5
AT1G79190	2
AT2G23360	4
AT3G12980	2
AT4G02900	3
AT5G18820	1
AT5G55760	6
AT5G59210	2
AT4G34090	1
AT5G53340	1
AT1G59520	3
AT3G15115	2
AT5G42870	1
AT1G35470	3
AT3G42950	2
AT5G07950	2
AT4G13100	1
AT1G18580	1
AT1G24460	2
AT1G27900	4
AT1G68720	3
AT4G33240	3
AT2G36720	2
AT1G04945	1
AT5G06580	4
AT5G44240	1
AT1G55620	3
AT2G46250	2
AT3G12360	3
AT5G48150	1
AT3G43590	3
AT5G03430	2
AT5G24870	3
AT5G63100	2
AT5G07670	3
AT4G31310	1
AT5G04510	1
AT1G60800	1
AT1G10870	8
AT2G30880	4
AT5G18760	4
AT3G04580	4
AT3G50080	7
AT4G16790	3
AT5G27830	1
AT4G22730	1
AT5G14620	6
AT5G54830	6
AT2G31340	2
AT5G17910	2
AT5G54860	2
AT4G00030	1
AT5G45940	1
AT5G12350	2
AT5G40270	8
AT1G56560	5
AT2G02970	2
AT4G18070	2
AT2G41000	3
AT4G13550	7
AT1G54060	8
AT1G04300	1
AT5G47420	4
AT3G01300	4
AT5G16210	2
AT4G36190	1
AT1G06770	6
AT1G17790	3
AT5G47490	3
AT3G07890	3
AT1G23330	1
AT1G32490	2
AT1G48635	3
AT5G20070	1
AT4G01040	3
AT1G13100	2
AT4G35560	2
AT5G24310	2
AT1G05270	3
AT2G43210	4
AT4G24630	2
AT3G03720	4
AT5G63710	2
AT2G20900	1
AT1G29170	3
AT1G67690	6
AT5G14700	1
AT5G23680	6
AT1G07250	1
AT1G29550	3
AT1G78690	3
AT4G01090	4
AT5G55400	2
AT1G34190	5
AT2G17150	7
AT3G04870	1
AT1G53240	1
AT2G41960	2
AT1G07870	1
AT1G19010	4
AT2G34840	3
AT3G14020	2
AT3G12012	2
AT1G61620	1
AT4G28220	4
AT2G32970	4
AT5G01620	4
AT5G50420	5
AT1G75990	2
AT5G22320	1
AT3G51990	3
AT4G02210	5
AT4G14520	2
AT5G54730	3
AT5G24890	1
AT1G06050	3
AT1G19480	6
AT2G24520	7
AT4G33130	1
AT5G24970	5
AT5G56780	4
AT1G09980	3
AT3G01170	2
AT3G21630	3
AT4G31170	4
AT4G21460	4
AT1G58230	2
AT1G72940	1
AT4G39560	1
AT5G28900	2
AT1G74120	1
AT3G07980	5
AT3G44820	2
AT3G63280	1
AT1G13000	4
AT1G13990	1
AT3G02280	4
AT5G15680	2
AT5G16680	3
AT2G26780	2
AT1G22860	6
AT5G41180	4
AT3G25560	1
AT1G13090	1
AT3G07440	3
AT4G30340	2
AT1G48450	1
AT3G01930	1
AT5G20050	1
AT4G13020	1
AT2G39660	1
AT1G21160	6
AT1G29820	4
AT1G70530	3
AT3G46220	3
AT4G22580	3
AT5G53540	4
AT1G13170	5
AT2G01350	1
AT2G19940	2
AT2G24420	2
AT5G10560	3
AT3G52610	4
AT2G36950	3
AT1G24300	1
AT5G66210	2
AT3G01610	5
AT3G45890	1
AT4G28570	3
AT5G18610	5
AT5G43560	2
AT1G58100	7
AT3G29075	2
AT2G23080	4
AT3G12480	3
AT5G58270	3
AT5G12230	1
AT5G67500	1
AT2G23780	1
AT4G27050	3
AT1G80850	2
AT4G13150	1
AT1G60995	2
AT1G33330	1
AT4G11410	1
AT4G32600	4
AT1G56180	2
AT1G07510	2
AT1G55090	5
AT5G63910	5
AT1G14840	1
AT4G36940	2
AT5G07290	4
AT2G23740	1
AT5G63200	2
AT1G53190	3
AT5G10290	2
AT3G06410	3
AT5G04930	2
AT1G73880	2
AT4G19010	7
AT4G32360	5
AT5G12840	2
AT1G03950	3
AT3G12020	4
AT5G60580	3
AT5G63020	4
AT5G58380	5
AT4G00500	8
AT1G61180	2
AT5G03340	2
AT4G31080	3
AT4G27940	3
AT3G05210	1
AT3G46530	1
AT3G46980	3
AT5G18200	1
AT5G22000	1
AT2G38840	2
AT3G20720	3
AT3G28430	3
AT4G32620	3
AT1G49380	1
AT1G76030	1
AT5G53570	2
AT3G15430	1
AT2G36360	2
AT5G65460	3
AT1G21790	4
AT3G04740	3
AT5G58190	4
AT2G14680	4
AT2G30580	5
AT3G14090	8
AT5G27320	5
AT5G04920	8
AT3G60080	3
AT4G05420	2
AT1G70610	5
AT1G27340	1
AT5G01030	5
AT3G47990	3
AT5G59030	1
AT2G15860	1
AT3G13226	3
AT1G16690	5
AT1G32340	6
AT1G45231	3
AT3G45830	3
AT4G12680	5
AT1G54340	4
AT1G02305	1
AT5G08590	2
AT3G14920	2
AT1G55325	1
AT3G07400	5
AT5G18190	3
AT5G56180	1
AT1G30320	1
AT1G34750	3
AT1G48840	4
AT3G24070	3
AT5G44930	4
AT5G12250	1
AT5G33280	3
AT5G25760	2
AT5G11710	1
AT3G03340	4
AT1G12244	1
AT1G31440	3
AT1G01990	2
AT1G08800	1
AT1G73310	3
AT3G27000	1
AT3G59290	2
AT4G39570	2
AT5G39840	2
AT5G43400	1
AT1G09730	3
AT1G24560	2
AT1G29060	1
AT1G19170	6
AT3G52240	3
AT4G15420	3
AT4G15450	1
AT4G14950	2
AT3G05070	1
AT1G48970	3
AT4G34070	5
AT5G65540	6
AT5G44070	1
AT5G21040	3
AT3G56630	1
AT3G04810	3
AT1G73730	8
AT2G19950	4
AT3G54860	3
AT5G11980	2
AT1G06110	2
AT1G80210	5
AT3G51150	2
AT4G34370	2
AT3G53570	4
AT3G09690	4
AT5G10630	4
AT1G27300	1
AT5G58350	1
AT4G20280	5
AT2G45670	1
AT5G37790	1
AT1G09580	2
AT3G14120	5
AT3G44370	2
AT5G25170	1
AT5G62020	1
AT1G60560	5
AT3G09710	4
AT3G23780	4
AT5G54200	3
AT2G40190	4
AT5G47540	1
AT1G78200	1
AT3G57340	1
AT3G03740	3
AT3G43230	2
AT4G31450	3
AT1G73670	3
AT4G16950	1
AT4G34280	6
AT5G06100	4
AT5G07940	3
AT5G22760	5
AT5G46760	1
AT5G54310	1
AT1G64670	1
AT3G08730	1
AT4G23640	2
AT1G15960	1
AT2G36250	2
AT5G51690	5
AT1G76950	1
AT5G11800	1
AT5G58530	2
AT3G50110	3
AT4G38440	4
AT5G14280	5
AT3G03600	1
AT2G21300	2
AT1G17580	3
AT2G03340	6
AT2G38180	2
AT4G14760	1
AT2G32980	2
AT1G31870	3
AT2G47600	4
AT3G09000	1
AT5G62600	3
AT4G00800	2
AT5G51180	1
AT1G30810	7
AT2G17270	2
AT2G35690	4
AT4G39420	2
AT5G19660	1
AT4G36860	3
AT5G66850	1
AT1G17280	1
AT4G01000	3
AT1G13780	3
AT1G14770	7
AT1G50360	2
AT2G01330	7
AT2G03270	9
AT4G09020	2
AT1G22800	4
AT3G44600	5
AT4G17360	1
AT5G19320	3
AT1G52730	1
AT5G50870	1
AT3G50950	1
AT5G63120	3
AT1G22060	4
AT3G56830	4
AT4G04740	3
AT1G04960	4
AT1G76300	1
AT1G10430	2
AT1G07910	6
AT2G38460	2
AT3G01890	4
AT3G51480	2
AT4G38170	5
AT5G23510	2
AT2G25920	3
AT3G11070	3
AT3G15260	2
AT2G21560	1
AT4G29890	3
AT2G27340	2
AT3G21175	5
AT3G52210	3
AT1G05890	1
AT1G08390	1
AT3G61180	4
AT3G20560	2
AT4G37440	2
AT3G07300	5
AT3G07790	2
AT1G50940	1
AT3G62330	4
AT2G30362	2
AT2G41020	10
AT3G52100	2
AT5G23080	3
AT5G43930	4
AT1G15480	2
AT3G01200	3
AT4G00760	2
AT1G14560	3
AT1G22730	3
AT1G53590	1
AT2G47330	6
AT2G27530	1
AT2G06025	1
AT5G12120	2
AT3G12950	5
AT4G02010	2
AT2G26570	6
AT5G67560	3
AT1G48760	1
AT2G43070	1
AT1G06800	3
AT1G08260	2
AT1G56610	4
AT1G70895	1
AT4G31570	3
AT5G20930	3
AT2G02810	2
AT4G09570	1
AT1G03260	3
AT1G23230	1
AT2G15820	2
AT3G53030	7
AT5G58150	2
AT1G26830	2
AT4G32660	6
AT3G55270	2
AT5G35100	1
AT1G60890	4
AT3G06910	4
AT1G80350	7
AT2G30710	4
AT1G16020	8
AT4G34490	1
AT5G53000	4
AT4G36440	2
AT3G13480	1
AT5G02600	1
AT4G38240	1
AT5G19485	4
AT1G03590	3
AT5G43900	2
AT1G04790	5
AT1G11090	4
AT1G13450	3
AT1G55500	2
AT3G43600	2
AT1G79810	2
AT1G47056	4
AT3G15220	5
AT4G24880	3
AT5G16890	2
AT1G70000	1
AT2G20920	1
AT1G77260	1
AT5G23610	3
AT1G56350	4
AT3G19190	3
AT5G45370	2
AT1G30120	1
AT2G17540	4
AT5G46570	1
AT3G20500	3
AT3G25470	1
AT5G20650	1
AT1G74710	4
AT2G01480	3
AT3G05750	3
AT4G14410	1
AT3G21290	5
AT4G17616	6
AT5G47810	3
AT1G01830	4
AT1G03190	3
AT3G57980	3
AT5G24830	4
AT5G27460	2
AT4G34720	1
AT2G25620	1
AT5G56900	3
AT5G06830	3
AT1G06200	2
AT2G31660	1
AT5G20380	1
AT1G27120	2
AT2G40420	1
AT2G44950	8
AT5G61900	1
AT1G73875	4
AT2G20410	6
AT3G04970	1
AT5G15540	1
AT5G61380	2
AT3G07360	2
AT5G66240	1
AT5G03660	2
AT1G70310	2
AT1G63180	2
AT1G74860	3
AT3G19280	8
AT1G70520	2
AT1G76360	1
AT2G19490	2
AT3G18350	4
AT3G47600	2
AT3G48195	5
AT4G28710	1
AT5G10790	3
AT5G13310	6
AT1G15700	3
AT2G31970	1
AT2G43260	5
AT3G21280	8
AT4G37480	1
AT5G26960	1
AT5G27650	7
AT5G18110	2
AT1G08620	3
AT1G13120	4
AT1G64628	5
AT2G38010	1
AT4G01570	6
AT5G45050	3
AT3G03610	2
AT5G03320	6
AT5G61500	2
AT4G08500	8
AT1G50260	3
AT2G44900	6
AT3G03305	4
AT3G19840	5
AT4G22910	2
AT5G25070	5
AT1G71080	1
AT5G55960	1
AT1G17360	1
AT5G10550	3
AT4G00150	1
AT1G17470	1
AT3G10380	1
AT1G15240	2
AT5G20140	1
AT3G07950	3
AT1G20260	1
AT1G20980	3
AT5G11860	2
AT1G15710	2
AT3G59300	3
AT2G15320	1
AT3G51310	2
AT5G09960	1
AT4G39390	1
AT5G38380	1
AT1G09300	1
AT3G29400	5
AT4G02200	1
AT4G19180	3
AT5G44870	2
AT2G18770	4
AT2G33700	2
AT1G67580	5
AT1G25420	4
AT1G20270	2
AT3G46200	4
AT1G05120	2
AT1G11800	4
AT3G12970	1
AT3G62940	1
AT5G25080	3
AT1G05230	1
AT4G27820	1
AT1G32150	5
AT5G48460	1
AT5G51730	5
AT1G31410	3
AT1G21730	3
AT3G59410	3
AT5G54910	3
AT4G08510	4
AT1G36990	6
AT1G63670	3
AT2G15690	2
AT5G21010	4
AT5G58003	7
AT1G48040	5
AT1G51745	3
AT5G49665	4
AT3G52260	7
AT5G37630	1
AT2G11000	3
AT3G53130	2
AT4G15020	3
AT3G16200	3
AT5G17060	1
AT1G48280	6
AT1G61960	3
AT2G17970	5
AT5G03970	3
AT2G01320	1
AT5G60030	2
AT3G60500	3
AT4G38150	1
AT2G28480	3
AT2G28100	2
AT3G28700	3
AT5G23880	2
AT4G01710	1
AT3G17340	2
AT1G10610	2
AT2G18850	2
AT5G67570	2
AT1G80000	6
AT3G49050	5
AT1G08125	4
AT1G75900	1
AT5G53890	4
AT2G40700	3
AT5G46390	1
AT4G14430	2
AT4G28980	3
AT5G05470	2
AT5G50320	5
AT1G53450	3
AT1G74720	6
AT5G10240	2
AT3G45740	2
AT3G55030	2
AT1G75510	3
AT2G17580	2
AT2G32000	2
AT2G36740	3
AT3G13800	3
AT2G07180	2
AT3G12340	4
AT5G06680	1
AT1G09710	5
AT5G20590	4
AT3G62470	5
AT4G21705	2
AT5G22110	2
AT3G19180	1
AT4G39100	3
AT5G66720	1
AT3G10630	5
AT5G67100	2
AT5G07890	3
AT2G31530	2
AT1G27600	3
AT3G04930	2
AT5G58960	1
AT4G35870	3
AT5G28150	3
AT1G52160	1
AT1G69550	6
AT4G24500	6
AT2G30590	2
AT1G06530	2
AT1G64810	3
AT3G47060	4
AT4G03635	2
AT2G04430	3
AT1G52380	2
AT4G25770	4
AT5G43920	3
AT3G46790	3
AT1G66530	2
AT5G57160	7
AT3G48310	1
AT2G38185	4
AT3G11880	5
AT3G57990	2
AT3G08620	2
AT1G31190	2
AT2G41720	1
AT1G22660	2
AT1G31150	4
AT5G39960	3
AT3G56130	2
AT1G55520	4
AT5G66055	1
AT2G42290	4
AT1G49540	2
AT5G57890	3
AT2G41710	4
AT3G10700	2
AT5G23390	1
AT2G01760	1
AT3G05100	3
AT1G79880	4
AT3G13150	2
AT5G42140	5
AT2G35650	2
AT4G27880	2
AT3G49990	2
AT1G56090	2
AT2G43200	1
AT5G58210	2
AT2G19480	1
AT2G23520	6
AT2G32415	3
AT1G57790	3
AT3G04470	3
AT2G24830	6
AT4G01860	2
AT4G33060	5
AT5G58230	3
AT1G53290	4
AT3G19520	2
AT3G62220	2
AT1G52630	3
AT3G20010	2
AT5G22290	2
AT1G55150	5
AT1G68370	5
AT3G17440	3
AT1G11755	2
AT3G08020	6
AT5G04670	4
AT1G12270	1
AT5G27270	5
AT5G65180	2
AT1G02145	4
AT3G53280	1
AT1G33400	5
AT1G76580	3
AT2G20680	4
AT4G21270	1
AT5G17570	2
AT2G39090	1
AT5G50840	1
AT3G60880	1
AT5G16240	4
AT2G38970	2
AT4G36400	4
AT1G33170	1
AT4G25340	1
AT1G09160	2
AT2G03800	2
AT3G06960	2
AT1G08410	1
AT4G00020	2
AT4G29730	1
AT2G36990	1
AT4G25320	1
AT3G21400	1
AT4G14070	1
AT3G50750	1
AT3G14180	3
AT3G26340	2
AT1G61010	4
AT2G37690	1
AT4G10760	2
AT5G38990	1
AT1G01350	3
AT2G33110	1
AT5G37130	2
AT3G19630	1
AT4G02400	1
AT1G14380	4
AT1G80040	2
AT3G56900	3
AT2G42080	1
AT3G59110	2
AT3G48120	3
AT1G74910	1
AT1G09440	4
AT1G30960	2
AT1G33390	3
AT5G06460	3
AT4G15570	4
AT4G24230	1
AT5G58600	2
AT3G55050	2
AT2G27285	3
AT1G09060	4
AT3G47290	2
AT2G01440	5
AT5G62030	6
AT4G34610	1
AT5G04320	2
AT2G41890	2
AT3G11520	1
AT3G56820	1
AT2G26000	5
AT3G24515	3
AT5G26770	5
AT5G54930	5
AT3G04820	1
AT5G50280	1
AT3G07630	1
AT1G80550	3
AT5G41580	4
AT1G04230	2
AT1G60620	3
AT2G46610	3
AT4G38890	2
AT2G45270	1
AT2G20330	2
AT1G65950	4
AT5G49555	3
AT1G09940	2
AT5G48370	2
AT3G59890	1
AT3G10160	1
AT3G28670	5
AT2G05760	2
AT4G29240	1
AT3G03680	3
AT3G26990	2
AT5G50970	2
AT5G41760	1
AT5G27330	1
AT1G55750	4
AT5G55670	3
AT3G06450	2
AT1G26090	8
AT4G33760	1
AT5G03910	2
AT3G10400	2
AT5G05480	1
AT3G55420	1
AT2G27760	3
AT3G11745	1
AT4G18520	3
AT5G08780	3
AT2G19670	1
AT4G28200	2
AT5G44060	1
AT1G03970	5
AT1G73440	4
AT3G07060	2
AT3G15890	3
AT4G02460	1
AT5G19830	2
AT4G34910	3
AT2G33360	7
AT1G56423	3
AT1G25580	5
AT3G05380	3
AT1G18610	5
AT5G37710	2
AT5G61040	4
AT5G13800	1
AT1G14890	1
AT3G21060	4
AT5G48340	5
AT1G68130	3
AT4G28590	1
AT2G28350	3
AT2G38610	3
AT3G57180	1
AT3G61700	1
AT1G05590	2
AT3G01800	4
AT2G16365	1
AT5G02740	1
AT3G12380	4
AT5G46510	1
AT1G55530	3
AT1G12990	4
AT3G15970	3
AT1G49180	2
AT3G11760	5
AT3G27670	2
AT5G58550	3
AT3G55850	1
AT3G57120	3
AT5G06670	2
AT5G35670	2
AT4G35000	1
AT3G02320	6
AT4G19190	1
AT3G04460	2
AT5G46630	1
AT2G37230	1
AT5G60710	1
AT5G37290	2
AT3G15095	1
AT4G30825	2
AT2G28380	1
AT3G49240	1
AT4G14510	1
AT5G56340	4
AT1G11630	3
AT1G71830	1
AT3G49660	1
AT3G53760	5
AT3G06240	4
AT1G04210	2
AT1G14590	2
AT5G20120	2
AT1G19690	3
AT2G42620	2
AT1G16780	3
AT2G27920	1
AT3G19570	4
AT1G68400	1
AT3G09880	2
AT1G76280	3
AT5G37010	1
AT2G38780	2
AT2G01290	1
AT1G73100	4
AT5G64150	2
AT3G12140	5
AT1G03760	1
AT3G57860	2
AT4G23040	7
AT5G57460	3
AT1G17130	4
AT5G05450	3
AT5G05660	5
AT1G61040	4
AT3G43960	1
AT5G27550	1
AT5G44370	3
AT5G45710	2
AT1G50710	2
AT3G12590	4
AT4G28990	3
AT5G38840	4
AT5G26670	1
AT1G49620	1
AT2G33435	2
AT5G35400	3
AT1G14310	1
AT4G36390	1
AT1G34210	2
AT1G18700	5
AT3G01510	1
AT3G49900	1
AT3G63270	7
AT1G08540	1
AT2G30320	2
AT1G06590	3
AT5G10610	3
AT1G13030	2
AT2G04660	2
AT3G50890	1
AT2G02170	2
AT4G01935	1
AT4G04885	3
AT3G02690	1
AT1G73930	2
AT1G79060	4
AT4G34215	3
AT2G25010	5
AT5G06950	4
AT1G20770	3
AT1G44900	1
AT1G28530	1
AT3G14130	3
AT3G57350	4
AT3G57800	1
AT4G24670	2
AT3G08780	3
AT5G51560	1
AT1G69070	1
AT3G58010	2
AT1G75200	1
AT1G13250	1
AT1G23970	5
AT2G17670	3
AT2G43370	3
AT3G42640	2
AT4G20910	3
AT5G39980	3
AT3G48150	2
AT5G49010	3
AT1G79870	2
AT1G07480	4
AT2G20320	1
AT3G14240	1
AT4G00290	3
AT4G02485	3
AT2G43900	4
AT1G29850	1
AT2G41770	3
AT1G80480	1
AT1G13730	1
AT5G16000	1
AT4G26870	1
AT1G08010	1
AT1G78620	2
AT3G54080	2
AT1G03365	4
AT1G68990	1
AT5G05970	5
AT3G49000	1
AT5G57590	1
AT1G73720	3
AT5G13560	3
AT2G42300	1
AT3G55560	1
AT5G04280	1
AT4G28210	1
AT3G06820	3
AT4G16690	1
AT4G26610	3
AT3G58840	3
AT5G23520	4
AT2G21540	3
AT5G06180	3
AT3G51820	1
AT4G26500	1
AT1G34430	1
AT4G33890	4
AT1G04260	1
AT1G71900	3
AT5G27450	2
AT1G06820	3
AT5G13680	5
AT3G09970	5
AT2G39280	5
AT1G80690	2
AT2G35900	3
AT3G29375	2
AT3G57880	2
AT5G10620	2
AT1G69010	3
AT1G07000	1
AT1G07745	1
AT2G02148	4
AT3G57710	10
AT4G17180	1
AT5G06710	3
AT5G14080	3
AT5G19920	1
AT4G17300	2
AT1G08470	2
AT4G26720	2
AT5G57270	2
AT1G78650	3
AT1G80510	3
AT2G20635	1
AT5G20170	4
AT4G15520	3
AT1G72050	2
AT1G69800	5
AT1G18745	2
AT2G19170	2
AT3G10390	5
AT4G39920	3
AT5G63080	7
AT5G15850	1
AT3G05710	3
AT5G23710	4
AT5G11240	1
AT2G03430	5
AT3G57190	3
AT4G32250	3
AT2G45010	2
AT1G16970	1
AT1G75420	4
AT3G49180	2
AT2G32390	2
AT5G48910	1
AT5G63520	5
AT1G10060	1
AT1G66510	6
AT2G24690	3
AT3G07740	5
AT4G28230	2
AT5G62470	1
AT1G28060	3
AT1G47500	2
AT2G25100	2
AT4G22920	2
AT5G23580	1
AT1G10450	1
AT1G73020	2
AT3G21100	3
AT3G01850	2
AT3G50910	1
AT5G51140	1
AT2G25670	1
AT1G74240	3
AT2G01750	3
AT4G28550	3
AT5G51770	2
AT1G55460	3
AT1G67320	2
AT3G06150	1
AT2G18245	3
AT5G66380	4
AT5G04060	2
AT5G14440	1
AT2G30280	3
AT4G37280	1
AT2G32760	4
AT2G35360	4
AT1G28410	4
AT1G67890	4
AT1G67190	4
AT1G50620	3
AT1G72990	8
AT3G15140	1
AT5G51050	2
AT1G75140	4
AT4G02820	2
AT5G08370	1
AT5G54890	6
AT5G08420	1
AT1G79820	1
AT2G40930	4
AT5G24360	3
AT5G41480	3
AT1G02560	1
AT4G26620	4
AT3G29160	2
AT3G04770	1
AT5G35910	2
AT2G17630	1
AT3G13360	3
AT4G30240	2
AT1G18480	1
AT5G28290	1
AT2G06990	2
AT3G22590	1
AT1G49840	4
AT2G27090	4
AT2G47620	2
AT5G51450	6
AT5G56590	3
AT5G42000	1
AT1G16870	1
AT2G38950	4
AT2G36430	1
AT5G44650	1
AT4G02220	3
AT5G27840	2
AT2G26060	4
AT3G42630	4
AT2G17570	2
AT4G05400	1
AT2G24100	1
